round,region,country,country_in_filter,year,status,dataset.status,dataset.url,archive,extra_info,report_url
MICS2,Europe and Central Asia,Albania,Albania,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Albania/2000/Datasets/Albania%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Albania/2000/Final/Albania%202000%20MICS_English.zip
MICS2,Europe and Central Asia,Azerbaijan,Azerbaijan,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Azerbaijan/2000/Datasets/Azerbaijan%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Azerbaijan/2000/Final/Azerbaijan%202000%20MICS_English.zip
MICS2,Europe and Central Asia,Bosnia and Herzegovina,Bosnia and Herzegovina,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Bosnia%20and%20Herzegovina/2000/Datasets/Bosnia%20and%20Herzegovina%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Bosnia%20and%20Herzegovina/2000/Final/Bosnia%20and%20Herzegovina%202000%20MICS_Bosnian.pdf
MICS2,Europe and Central Asia,"Moldova, Republic of","Moldova, Republic of",2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Moldova%2C%20Republic%20of/2000/Datasets/Moldova%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Moldova%2C%20Republic%20of/2000/Final/Moldova%202000%20MICS_English.zip
MICS2,Europe and Central Asia,Tajikistan,Tajikistan,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Tajikistan/2000/Datasets/Tajikistan%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Tajikistan/2000/Final/Tajikistan%202000%20MICS_English.zip
MICS2,Europe and Central Asia,Uzbekistan,Uzbekistan,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Uzbekistan/2000/Datasets/Uzbekistan%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Uzbekistan/2000/Final/Uzbekistan%202000%20MICS_English.zip
MICS2,Latin America and Caribbean,"Bolivia, Plurinational State of","Bolivia, Plurinational State of",2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Bolivia%2C%20Plurinational%20State%20of/2000/Datasets/Bolivia%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Bolivia%2C%20Plurinational%20State%20of/2000/Final/Bolivia%202000%20MICS_Spanish.zip
MICS2,Latin America and Caribbean,Dominican Republic,Dominican Republic,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Dominican%20Republic/2000/Datasets/Dominican%20Republic%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Dominican%20Republic/2000/Final/Dominican%20Republic%202000%20MICS_Spanish.zip
MICS2,Latin America and Caribbean,Guyana,Guyana,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Guyana/2000/Datasets/Guyana%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Guyana/2000/Final/Guyana%202000%20MICS_English.zip
MICS2,Latin America and Caribbean,Suriname,Suriname,1999-2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Suriname/1999-2000/Datasets/Suriname%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Suriname/1999-2000/Final/Suriname%201999-00%20MICS_English.pdf
MICS2,Latin America and Caribbean,Trinidad and Tobago,Trinidad and Tobago,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Trinidad%20and%20Tobago/2000/Datasets/Trinidad%20and%20Tobago%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Trinidad%20and%20Tobago/2000/Final/Trinidad%20and%20Tobago%202000%20MICS_English.zip
MICS2,Latin America and Caribbean,"Venezuela, Bolivarian Republic of","Venezuela, Bolivarian Republic of",2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Venezuela%2C%20Bolivarian%20Republic%20of/2000/Datasets/Venezuela%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Venezuela%2C%20Bolivarian%20Republic%20of/2000/Final/Venezuela%202000%20MICS_Spanish.zip
MICS2,Middle East and North Africa,Iraq,Iraq,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Middle%20East%20and%20North%20Africa/Iraq/2000/Datasets/Iraq%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Middle%20East%20and%20North%20Africa/Iraq/2000/Final/Iraq%202000%20MICS_English.zip
MICS2,Middle East and North Africa,"Sudan (including current South Sudan, Republic of)",Sudan,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Middle%20East%20and%20North%20Africa/Sudan%20%28including%20current%20South%20Sudan%2C%20Republic%20of%29/2000/Datasets/Sudan%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Middle%20East%20and%20North%20Africa/Sudan%20%28including%20current%20South%20Sudan%2C%20Republic%20of%29/2000/Final/Sudan%202000%20MICS_English.zip
MICS2,West and Central Africa,Cameroon,Cameroon,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Cameroon/2000/Datasets/Cameroon%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Cameroon/2000/Final/Cameroon%202000%20MICS_French.zip
MICS2,West and Central Africa,Central African Republic,Central African Republic,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Central%20African%20Republic/2000/Datasets/Central%20African%20Republic%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Central%20African%20Republic/2000/Final/Central%20African%20Republic%202000%20MICS_French.zip
MICS2,West and Central Africa,Chad,Chad,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Chad/2000/Datasets/Chad%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Chad/2000/Final/Chad%202000%20MICS_French.zip
MICS2,West and Central Africa,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",2001,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Congo%2C%20Democratic%20Republic%20of%20the/2001/Datasets/Congo%2C%20Democratic%20Republic%20of%202001%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Congo%2C%20Democratic%20Republic%20of%20the/2001/Final/Congo%2C%20Democratic%20Republic%20of%20the%202001%20MICS_French.zip
MICS2,West and Central Africa,Côte d'Ivoire,Côte d'Ivoire,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/C%C3%B4te%20d%27Ivoire/2000/Datasets/Cote%20d%27Ivoire%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/C%C3%B4te%20d%27Ivoire/2000/Final/Cote%20d%27Ivoire%202000%20MICS_French.zip
MICS2,West and Central Africa,Equatorial Guinea,Equatorial Guinea,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Equatorial%20Guinea/2000/Datasets/Equatorial%20Guinea%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Equatorial%20Guinea/2000/Final/Equatorial%20Guinea%202000%20MICS_Spanish.pdf
MICS2,West and Central Africa,Gambia,Gambia,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Gambia/2000/Datasets/Gambia%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Gambia/2000/Final/Gambia%202000%20MICS_English.zip
MICS2,West and Central Africa,Guinea-Bissau,Guinea-Bissau,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Guinea-Bissau/2000/Datasets/Guinea%20Bissau%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Guinea-Bissau/2000/Final/Guinea%20Bissau%202000%20MICS_English.zip
MICS2,West and Central Africa,Niger,Niger,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Niger/2000/Datasets/Niger%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Niger/2000/Final/Niger%202000%20MICS_French.zip
MICS2,West and Central Africa,Sao Tome and Principe,Sao Tome and Principe,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Sao%20Tome%20and%20Principe/2000/Datasets/Sao%20Tome%20and%20Principle%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Sao%20Tome%20and%20Principe/2000/Final/Sao%20Tome%20and%20Principe%202000%20MICS_French.zip
MICS2,West and Central Africa,Senegal,Senegal,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Senegal/2000/Datasets/Senegal%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Senegal/2000/Final/Senegal%202000%20MICS_French.zip
MICS2,West and Central Africa,Sierra Leone,Sierra Leone,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Sierra%20Leone/2000/Datasets/Sierra%20Leone%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Sierra%20Leone/2000/Final/Sierra%20Leone%202000%20MICS_English.zip
MICS2,West and Central Africa,Togo,Togo,2000,Completed,Available,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Togo/2000/Datasets/Togo%202000%20MICS_Datasets.zip,,,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Togo/2000/Final/Togo%202000%20MICS_French.zip
