CountryCode,CountryName,ProjYear,PovertyLine,HeadCount,CoverageType
GNQ,Equatorial Guinea,2008,5.5,0.745831244360299,N
GNQ,Equatorial Guinea,2008,16.50903858,0.969742044684909,N
GNQ,Equatorial Guinea,2010,1.9,0.258454875891928,N
GNQ,Equatorial Guinea,2010,2.137507976,0.299666400144828,N
GNQ,Equatorial Guinea,2010,3.2,0.4733294287409,N
GNQ,Equatorial Guinea,2010,5.5,0.727788889697106,N
GNQ,Equatorial Guinea,2010,17.4555425,0.970494601036363,N
GNQ,Equatorial Guinea,2011,1.9,0.232527463910922,N
GNQ,Equatorial Guinea,2011,2.280773976,0.309340216356649,N
GNQ,Equatorial Guinea,2011,3.2,0.454807366759474,N
GNQ,Equatorial Guinea,2011,5.5,0.711287543485571,N
GNQ,Equatorial Guinea,2011,17.81334964,0.969263621976945,N
GNQ,Equatorial Guinea,2012,1.9,0.232211049951586,N
GNQ,Equatorial Guinea,2012,2.36253841,0.312228390146323,N
GNQ,Equatorial Guinea,2012,3.2,0.441860672706337,N
GNQ,Equatorial Guinea,2012,5.5,0.699313347957545,N
GNQ,Equatorial Guinea,2012,18.36542926,0.969456817232385,N
GNQ,Equatorial Guinea,2013,1.9,0.255719990057306,N
GNQ,Equatorial Guinea,2013,2.509693168,0.359815287826467,N
GNQ,Equatorial Guinea,2013,3.2,0.469354708756447,N
GNQ,Equatorial Guinea,2013,5.5,0.724308816928778,N
GNQ,Equatorial Guinea,2013,18.79714975,0.974467364353654,N
GNQ,Equatorial Guinea,2015,1.9,0.28548399234494,N
GNQ,Equatorial Guinea,2015,2.668833214,0.425180061086092,N
GNQ,Equatorial Guinea,2015,3.2,0.511306878246163,N
GNQ,Equatorial Guinea,2015,5.5,0.759436991833828,N
GNQ,Equatorial Guinea,2015,19.46453494,0.980610660431035,N
GNQ,Equatorial Guinea,2018,,,N
GNQ,Equatorial Guinea,2018,1.9,0.351466148866472,N
GNQ,Equatorial Guinea,2018,2.877820132,0.543020677731461,N
GNQ,Equatorial Guinea,2018,3.2,0.594733750078656,N
GNQ,Equatorial Guinea,2018,5.5,0.819799542139487,N
GNQ,Equatorial Guinea,2019,,,N
GNQ,Equatorial Guinea,2019,1.9,0.372348334380272,N
GNQ,Equatorial Guinea,2019,2.913124478,0.573214452149911,N
GNQ,Equatorial Guinea,2019,3.2,0.618617617351008,N
GNQ,Equatorial Guinea,2019,5.5,0.835043822637728,N
GNQ,Equatorial Guinea,2020,,,N
GNQ,Equatorial Guinea,2020,1.9,0.394796810931326,N
GNQ,Equatorial Guinea,2020,2.879716786,0.592677467352349,N
GNQ,Equatorial Guinea,2020,3.2,0.643049450223161,N
GNQ,Equatorial Guinea,2020,5.5,0.849808049100084,N
GNQ,Equatorial Guinea,2021,,,N
GNQ,Equatorial Guinea,2021,1.9,0.379904113448676,N
GNQ,Equatorial Guinea,2021,2.947927508,0.587528823084714,N
GNQ,Equatorial Guinea,2021,3.2,0.626981729901521,N
GNQ,Equatorial Guinea,2021,5.5,0.840189903726771,N
GNQ,Equatorial Guinea,2022,,,N
GNQ,Equatorial Guinea,2022,1.9,0.4032039635584,N
GNQ,Equatorial Guinea,2022,3.2,0.651880540013233,N
GNQ,Equatorial Guinea,2022,5.5,0.854949110876212,N
GNQ,Equatorial Guinea,2023,,,N
GNQ,Equatorial Guinea,2023,1.9,0.408627433746995,N
GNQ,Equatorial Guinea,2023,3.2,0.657487813680918,N
GNQ,Equatorial Guinea,2023,5.5,0.858161488474227,N
GNQ,Equatorial Guinea,2024,,,N
GNQ,Equatorial Guinea,2024,1.9,0.413994632150441,N
GNQ,Equatorial Guinea,2024,3.2,0.662968675435033,N
GNQ,Equatorial Guinea,2024,5.5,0.861263215449521,N
GNQ,Equatorial Guinea,2025,,,N
GNQ,Equatorial Guinea,2025,1.9,0.427029737070469,N
GNQ,Equatorial Guinea,2025,3.2,0.67600233053639,N
GNQ,Equatorial Guinea,2025,5.5,0.868490951524671,N
LBY,Libya,2008,1.9,0.343656182043175,N
LBY,Libya,2008,1.994779514,0.341206817966146,N
LBY,Libya,2008,3.2,0.0895752177075797,N
LBY,Libya,2008,5.5,0.346188306125292,N
LBY,Libya,2008,16.50903858,0.944756048314771,N
LBY,Libya,2010,1.9,0.34422952819904,N
LBY,Libya,2010,2.137507976,0.338336524959389,N
LBY,Libya,2010,3.2,0.0861621466465795,N
LBY,Libya,2010,5.5,0.33890754632447,N
LBY,Libya,2010,17.4555425,0.952619802841097,N
LBY,Libya,2011,1.9,0.181885400235426,N
LBY,Libya,2011,2.280773976,0.276181814392062,N
LBY,Libya,2011,3.2,0.500088423160435,N
LBY,Libya,2011,5.5,0.842259999793154,N
LBY,Libya,2011,17.81334964,0.997323636189823,N
LBY,Libya,2012,1.9,0.00876792758134007,N
LBY,Libya,2012,2.36253841,0.0432224956452279,N
LBY,Libya,2012,3.2,0.129769183065569,N
LBY,Libya,2012,5.5,0.425644776234591,N
LBY,Libya,2012,18.36542926,0.975742055123996,N
LBY,Libya,2013,1.9,0.0263850196344815,N
LBY,Libya,2013,2.509693168,0.089919054932147,N
LBY,Libya,2013,3.2,0.181962143825829,N
LBY,Libya,2013,5.5,0.514845828610751,N
LBY,Libya,2013,18.79714975,0.987242188797137,N
LBY,Libya,2015,1.9,0.105844480685332,N
LBY,Libya,2015,2.668833214,0.256086631763827,N
LBY,Libya,2015,3.2,0.366231831274087,N
LBY,Libya,2015,5.5,0.740404392743611,N
LBY,Libya,2015,19.46453494,0.996266209174776,N
LBY,Libya,2018,,,N
LBY,Libya,2018,1.9,0.341059168648697,N
LBY,Libya,2018,2.877820132,0.0739535699772897,N
LBY,Libya,2018,3.2,0.105994053934832,N
LBY,Libya,2018,5.5,0.37996747789798,N
LBY,Libya,2019,,,N
LBY,Libya,2019,1.9,0.346506184132498,N
LBY,Libya,2019,2.913124478,0.0503616567826505,N
LBY,Libya,2019,3.2,0.0732790272990848,N
LBY,Libya,2019,5.5,0.310528424940608,N
LBY,Libya,2020,,,N
LBY,Libya,2020,1.9,0.14373601967459,N
LBY,Libya,2020,2.879716786,0.364995120663313,N
LBY,Libya,2020,3.2,0.436640300429024,N
LBY,Libya,2020,5.5,0.799053438883933,N
LBY,Libya,2021,,,N
LBY,Libya,2021,1.9,0.347864643328286,N
LBY,Libya,2021,2.947927508,0.0469836734752833,N
LBY,Libya,2021,3.2,0.06606384928723,N
LBY,Libya,2021,5.5,0.293956771366969,N
LBY,Libya,2022,,,N
LBY,Libya,2022,1.9,0.350102989126243,N
LBY,Libya,2022,3.2,0.054879333040633,N
LBY,Libya,2022,5.5,0.267171199539947,N
LBY,Libya,2023,,,N
LBY,Libya,2023,1.9,0.352058049179457,N
LBY,Libya,2023,3.2,0.0457803948901303,N
LBY,Libya,2023,5.5,0.244263108885712,N
LBY,Libya,2024,,,N
LBY,Libya,2024,1.9,0.352353555395135,N
LBY,Libya,2024,3.2,0.0444569171736778,N
LBY,Libya,2024,5.5,0.240838481454169,N
LBY,Libya,2025,,,N
LBY,Libya,2025,1.9,0.354069325681136,N
LBY,Libya,2025,3.2,0.0370314496022662,N
LBY,Libya,2025,5.5,0.221148621357616,N
